Sample.Name,Fasta.Length,Software,Molecule,Threads,Time (mm:ss),Memory.Max (kbytes)
sim_64000.1,512000000,GraftM,nuc,16,0:10.02,115536
sim_64000.1,132313178,GraftM,aa,16,0:03.15,115948
sim_64000.1,512000000,GraftM,nuc,16,0:11.73,147032
sim_64000.1,132313178,GraftM,aa,16,0:04.76,146868
sim_64000.1,512000000,GraftM,nuc,16,0:10.34,115344
sim_64000.1,132313178,GraftM,aa,16,0:03.33,115912
sim_64000.1,512000000,GraftM,nuc,16,0:12.59,167680
sim_64000.1,132313178,GraftM,aa,16,0:05.30,167672
sim_64000.1,512000000,GraftM,nuc,16,0:10.67,115796
sim_64000.1,132313178,GraftM,aa,16,0:03.79,116156
sim_64000.1,512000000,GraftM,nuc,16,0:12.05,179052
sim_64000.1,132313178,GraftM,aa,16,0:05.14,178384
sim_64000.1,512000000,GraftM,nuc,16,0:12.40,116324
sim_64000.1,132313178,GraftM,aa,16,0:05.20,116480
sim_64000.1,512000000,GraftM,nuc,16,0:10.54,115260
sim_64000.1,132313178,GraftM,aa,16,0:03.80,116188
sim_64000.1,512000000,GraftM,nuc,16,0:09.38,115728
sim_64000.1,132313178,GraftM,aa,16,0:02.57,115936
sim_64000.1,512000000,GraftM,nuc,16,0:09.18,115352
sim_64000.1,132313178,GraftM,aa,16,0:02.35,115824
sim_64000.1,512000000,GraftM,nuc,16,0:08.92,114528
sim_64000.1,132313178,GraftM,aa,16,0:01.98,115804
sim_64000.1,512000000,GraftM,nuc,16,0:08.65,114944
sim_64000.1,132313178,GraftM,aa,16,0:01.94,115704
sim_64000.1,512000000,GraftM,nuc,16,0:09.25,115244
sim_64000.1,132313178,GraftM,aa,16,0:02.42,115956
sim_64000.1,512000000,GraftM,nuc,16,0:14.75,116708
sim_64000.1,132313178,GraftM,aa,16,0:07.75,116552
sim_64000.1,512000000,GraftM,nuc,16,0:08.85,115180
sim_64000.1,132313178,GraftM,aa,16,0:01.98,115812
sim_64000.1,512000000,GraftM,nuc,16,0:10.37,115560
sim_64000.1,132313178,GraftM,aa,16,0:03.26,116064
sim_64000.1,512000000,GraftM,nuc,16,0:13.96,117988
sim_64000.1,132313178,GraftM,aa,16,0:06.47,116600
sim_64000.1,512000000,GraftM,nuc,16,0:19.51,376316
sim_64000.1,132313178,GraftM,aa,16,0:11.55,375308
sim_64000.1,512000000,GraftM,nuc,16,0:23.61,771724
sim_64000.1,132313178,GraftM,aa,16,0:15.84,771628
sim_64000.1,512000000,TreeSAPP,nuc,8,9:03.42,1447272
sim_64000.1,132313178,TreeSAPP,aa,8,3:21.78,1432376
sim_64000.1,512000000,GraftM,nuc,8,0:10.52,115640
sim_64000.1,132313178,GraftM,aa,8,0:03.86,115792
sim_64000.1,512000000,GraftM,nuc,8,0:11.67,146972
sim_64000.1,132313178,GraftM,aa,8,0:04.77,146900
sim_64000.1,512000000,GraftM,nuc,8,0:10.79,115884
sim_64000.1,132313178,GraftM,aa,8,0:03.97,115988
sim_64000.1,512000000,GraftM,nuc,8,0:12.29,167676
sim_64000.1,132313178,GraftM,aa,8,0:05.31,167676
sim_64000.1,512000000,GraftM,nuc,8,0:11.26,115840
sim_64000.1,132313178,GraftM,aa,8,0:04.52,115948
sim_64000.1,512000000,GraftM,nuc,8,0:12.07,178712
sim_64000.1,132313178,GraftM,aa,8,0:05.25,178936
sim_64000.1,512000000,GraftM,nuc,8,0:13.58,116304
sim_64000.1,132313178,GraftM,aa,8,0:06.30,116116
sim_64000.1,512000000,GraftM,nuc,8,0:10.28,115436
sim_64000.1,132313178,GraftM,aa,8,0:04.11,116104
sim_64000.1,512000000,GraftM,nuc,8,0:09.61,115388
sim_64000.1,132313178,GraftM,aa,8,0:02.90,115740
sim_64000.1,512000000,GraftM,nuc,8,0:09.14,115024
sim_64000.1,132313178,GraftM,aa,8,0:02.63,115944
sim_64000.1,512000000,GraftM,nuc,8,0:08.94,115208
sim_64000.1,132313178,GraftM,aa,8,0:02.21,115612
sim_64000.1,512000000,GraftM,nuc,8,0:08.64,114768
sim_64000.1,132313178,GraftM,aa,8,0:02.14,115760
sim_64000.1,512000000,GraftM,nuc,8,0:09.53,114840
sim_64000.1,132313178,GraftM,aa,8,0:02.60,115912
sim_64000.1,512000000,GraftM,nuc,8,0:16.46,116996
sim_64000.1,132313178,GraftM,aa,8,0:09.26,116872
sim_64000.1,512000000,GraftM,nuc,8,0:08.89,115280
sim_64000.1,132313178,GraftM,aa,8,0:02.17,115936
sim_64000.1,512000000,GraftM,nuc,8,0:10.46,115200
sim_64000.1,132313178,GraftM,aa,8,0:03.60,115920
sim_64000.1,512000000,GraftM,nuc,8,0:16.61,117680
sim_64000.1,132313178,GraftM,aa,8,0:08.45,116668
sim_64000.1,512000000,GraftM,nuc,8,0:19.37,376312
sim_64000.1,132313178,GraftM,aa,8,0:11.30,375312
sim_64000.1,512000000,GraftM,nuc,8,0:23.06,772136
sim_64000.1,132313178,GraftM,aa,8,0:15.80,772124
sim_64000.1,512000000,TreeSAPP,nuc,4,14:16.45,1424408
sim_64000.1,132313178,TreeSAPP,aa,4,3:32.21,1423400
sim_64000.1,512000000,GraftM,nuc,4,0:12.71,115260
sim_64000.1,132313178,GraftM,aa,4,0:05.90,115756
sim_64000.1,512000000,GraftM,nuc,4,0:13.17,146968
sim_64000.1,132313178,GraftM,aa,4,0:06.46,146900
sim_64000.1,512000000,GraftM,nuc,4,0:13.14,115756
sim_64000.1,132313178,GraftM,aa,4,0:05.91,116312
sim_64000.1,512000000,GraftM,nuc,4,0:14.83,167676
sim_64000.1,132313178,GraftM,aa,4,0:07.31,167676
sim_64000.1,512000000,GraftM,nuc,4,0:13.73,115892
sim_64000.1,132313178,GraftM,aa,4,0:06.81,115868
sim_64000.1,512000000,GraftM,nuc,4,0:14.09,178868
sim_64000.1,132313178,GraftM,aa,4,0:07.23,178924
sim_64000.1,512000000,GraftM,nuc,4,0:17.65,116604
sim_64000.1,132313178,GraftM,aa,4,0:09.96,116620
sim_64000.1,512000000,GraftM,nuc,4,0:11.98,115556
sim_64000.1,132313178,GraftM,aa,4,0:05.22,116132
sim_64000.1,512000000,GraftM,nuc,4,0:10.66,115788
sim_64000.1,132313178,GraftM,aa,4,0:03.95,115476
sim_64000.1,512000000,GraftM,nuc,4,0:09.88,115280
sim_64000.1,132313178,GraftM,aa,4,0:03.27,116072
sim_64000.1,512000000,GraftM,nuc,4,0:09.37,114848
sim_64000.1,132313178,GraftM,aa,4,0:02.69,115480
sim_64000.1,512000000,GraftM,nuc,4,0:09.14,114968
sim_64000.1,132313178,GraftM,aa,4,0:02.49,115300
sim_64000.1,512000000,GraftM,nuc,4,0:10.33,115052
sim_64000.1,132313178,GraftM,aa,4,0:03.13,115740
sim_64000.1,512000000,GraftM,nuc,4,0:22.94,117012
sim_64000.1,132313178,GraftM,aa,4,0:15.66,116608
sim_64000.1,512000000,GraftM,nuc,4,0:09.33,115060
sim_64000.1,132313178,GraftM,aa,4,0:02.53,115464
sim_64000.1,512000000,GraftM,nuc,4,0:12.14,115552
sim_64000.1,132313178,GraftM,aa,4,0:04.99,115848
sim_64000.1,512000000,GraftM,nuc,4,0:23.22,117988
sim_64000.1,132313178,GraftM,aa,4,0:14.43,116572
sim_64000.1,512000000,GraftM,nuc,4,0:26.17,376312
sim_64000.1,132313178,GraftM,aa,4,0:17.50,375312
sim_64000.1,512000000,GraftM,nuc,4,0:31.55,772140
sim_64000.1,132313178,GraftM,aa,4,0:23.59,772136
sim_64000.2,512000000,TreeSAPP,nuc,16,7:00.42,1469148
sim_64000.2,132248818,TreeSAPP,aa,16,3:13.38,1466820
sim_64000.2,512000000,GraftM,nuc,16,0:10.05,115700
sim_64000.2,132248818,GraftM,aa,16,0:03.15,115924
sim_64000.2,512000000,GraftM,nuc,16,0:11.69,147152
sim_64000.2,132248818,GraftM,aa,16,0:04.87,146976
sim_64000.2,512000000,GraftM,nuc,16,0:10.25,115812
sim_64000.2,132248818,GraftM,aa,16,0:03.24,116148
sim_64000.2,512000000,GraftM,nuc,16,0:12.40,167676
sim_64000.2,132248818,GraftM,aa,16,0:05.50,167676
sim_64000.2,512000000,GraftM,nuc,16,0:10.48,115940
sim_64000.2,132248818,GraftM,aa,16,0:03.71,116228
sim_64000.2,512000000,GraftM,nuc,16,0:12.03,179024
sim_64000.2,132248818,GraftM,aa,16,0:05.29,179004
sim_64000.2,512000000,GraftM,nuc,16,0:12.44,116432
sim_64000.2,132248818,GraftM,aa,16,0:05.12,116172
sim_64000.2,512000000,GraftM,nuc,16,0:10.07,115416
sim_64000.2,132248818,GraftM,aa,16,0:03.28,116088
sim_64000.2,512000000,GraftM,nuc,16,0:09.35,115740
sim_64000.2,132248818,GraftM,aa,16,0:02.64,115760
sim_64000.2,512000000,GraftM,nuc,16,0:09.16,115268
sim_64000.2,132248818,GraftM,aa,16,0:02.35,116100
sim_64000.2,512000000,GraftM,nuc,16,0:08.81,114896
sim_64000.2,132248818,GraftM,aa,16,0:01.98,115612
sim_64000.2,512000000,GraftM,nuc,16,0:08.69,115516
sim_64000.2,132248818,GraftM,aa,16,0:01.99,115636
sim_64000.2,512000000,GraftM,nuc,16,0:09.26,115224
sim_64000.2,132248818,GraftM,aa,16,0:02.48,115944
sim_64000.2,512000000,GraftM,nuc,16,0:14.97,116796
sim_64000.2,132248818,GraftM,aa,16,0:07.69,116596
sim_64000.2,512000000,GraftM,nuc,16,0:08.90,114944
sim_64000.2,132248818,GraftM,aa,16,0:02.04,115868
sim_64000.2,512000000,GraftM,nuc,16,0:10.37,115936
sim_64000.2,132248818,GraftM,aa,16,0:03.26,116072
sim_64000.2,512000000,GraftM,nuc,16,0:14.10,118048
sim_64000.2,132248818,GraftM,aa,16,0:06.41,116156
sim_64000.2,512000000,GraftM,nuc,16,0:19.47,375440
sim_64000.2,132248818,GraftM,aa,16,0:11.76,375204
sim_64000.2,512000000,GraftM,nuc,16,0:24.03,772088
sim_64000.2,132248818,GraftM,aa,16,0:15.81,771680
sim_64000.2,512000000,TreeSAPP,nuc,8,8:57.51,1442124
sim_64000.2,132248818,TreeSAPP,aa,8,3:12.86,1445608
sim_64000.2,512000000,GraftM,nuc,8,0:10.66,115724
sim_64000.2,132248818,GraftM,aa,8,0:03.94,115788
sim_64000.2,512000000,GraftM,nuc,8,0:11.59,147000
sim_64000.2,132248818,GraftM,aa,8,0:04.96,146968
sim_64000.2,512000000,GraftM,nuc,8,0:10.82,115412
sim_64000.2,132248818,GraftM,aa,8,0:03.93,116264
sim_64000.2,512000000,GraftM,nuc,8,0:12.43,167676
sim_64000.2,132248818,GraftM,aa,8,0:05.41,167676
sim_64000.2,512000000,GraftM,nuc,8,0:11.00,115876
sim_64000.2,132248818,GraftM,aa,8,0:04.35,116076
sim_64000.2,512000000,GraftM,nuc,8,0:11.97,178912
sim_64000.2,132248818,GraftM,aa,8,0:05.33,179168
sim_64000.2,512000000,GraftM,nuc,8,0:13.23,116436
sim_64000.2,132248818,GraftM,aa,8,0:06.12,116588
sim_64000.2,512000000,GraftM,nuc,8,0:10.42,115028
sim_64000.2,132248818,GraftM,aa,8,0:03.58,116112
sim_64000.2,512000000,GraftM,nuc,8,0:09.72,115592
sim_64000.2,132248818,GraftM,aa,8,0:03.04,115804
sim_64000.2,512000000,GraftM,nuc,8,0:09.39,115480
sim_64000.2,132248818,GraftM,aa,8,0:02.55,115872
sim_64000.2,512000000,GraftM,nuc,8,0:08.95,114928
sim_64000.2,132248818,GraftM,aa,8,0:02.17,115596
sim_64000.2,512000000,GraftM,nuc,8,0:08.78,115820
sim_64000.2,132248818,GraftM,aa,8,0:02.15,115692
sim_64000.2,512000000,GraftM,nuc,8,0:09.51,115212
sim_64000.2,132248818,GraftM,aa,8,0:02.65,115708
sim_64000.2,512000000,GraftM,nuc,8,0:16.51,116956
sim_64000.2,132248818,GraftM,aa,8,0:09.40,116820
sim_64000.2,512000000,GraftM,nuc,8,0:08.91,115192
sim_64000.2,132248818,GraftM,aa,8,0:02.18,115944
sim_64000.2,512000000,GraftM,nuc,8,0:10.50,115672
sim_64000.2,132248818,GraftM,aa,8,0:03.60,115652
sim_64000.2,512000000,GraftM,nuc,8,0:16.31,118072
sim_64000.2,132248818,GraftM,aa,8,0:08.48,116148
sim_64000.2,512000000,GraftM,nuc,8,0:19.13,375436
sim_64000.2,132248818,GraftM,aa,8,0:11.70,375208
sim_64000.2,512000000,GraftM,nuc,8,0:23.22,772092
sim_64000.2,132248818,GraftM,aa,8,0:15.96,772128
sim_64000.2,512000000,TreeSAPP,nuc,4,14:08.24,1427752
sim_64000.2,132248818,TreeSAPP,aa,4,3:23.22,1427928
sim_64000.2,512000000,GraftM,nuc,4,0:12.69,115212
sim_64000.2,132248818,GraftM,aa,4,0:05.86,115992
sim_64000.2,512000000,GraftM,nuc,4,0:13.52,146996
sim_64000.2,132248818,GraftM,aa,4,0:06.55,146960
sim_64000.2,512000000,GraftM,nuc,4,0:12.99,115808
sim_64000.2,132248818,GraftM,aa,4,0:05.90,115976
sim_64000.2,512000000,GraftM,nuc,4,0:14.67,167676
sim_64000.2,132248818,GraftM,aa,4,0:07.50,167676
sim_64000.2,512000000,GraftM,nuc,4,0:13.41,115564
sim_64000.2,132248818,GraftM,aa,4,0:06.64,116088
sim_64000.2,512000000,GraftM,nuc,4,0:14.11,178884
sim_64000.2,132248818,GraftM,aa,4,0:07.33,179120
sim_64000.2,512000000,GraftM,nuc,4,0:17.23,116172
sim_64000.2,132248818,GraftM,aa,4,0:09.83,116504
sim_64000.2,512000000,GraftM,nuc,4,0:11.64,115332
sim_64000.2,132248818,GraftM,aa,4,0:04.88,116080
sim_64000.2,512000000,GraftM,nuc,4,0:10.81,115884
sim_64000.2,132248818,GraftM,aa,4,0:04.12,115656
sim_64000.2,512000000,GraftM,nuc,4,0:10.06,115264
sim_64000.2,132248818,GraftM,aa,4,0:03.28,115876
sim_64000.2,512000000,GraftM,nuc,4,0:09.37,115068
sim_64000.2,132248818,GraftM,aa,4,0:02.68,115616
sim_64000.2,512000000,GraftM,nuc,4,0:09.16,115508
sim_64000.2,132248818,GraftM,aa,4,0:02.53,115568
sim_64000.2,512000000,GraftM,nuc,4,0:10.31,115056
sim_64000.2,132248818,GraftM,aa,4,0:03.35,115916
sim_64000.2,512000000,GraftM,nuc,4,0:23.36,116976
sim_64000.2,132248818,GraftM,aa,4,0:16.10,116772
sim_64000.2,512000000,GraftM,nuc,4,0:09.25,115196
sim_64000.2,132248818,GraftM,aa,4,0:02.54,115908
sim_64000.2,512000000,GraftM,nuc,4,0:12.22,115344
sim_64000.2,132248818,GraftM,aa,4,0:05.05,115948
sim_64000.2,512000000,GraftM,nuc,4,0:23.44,117976
sim_64000.2,132248818,GraftM,aa,4,0:14.56,116580
sim_64000.2,512000000,GraftM,nuc,4,0:26.09,375436
sim_64000.2,132248818,GraftM,aa,4,0:18.02,375204
sim_64000.2,512000000,GraftM,nuc,4,0:31.94,772096
sim_64000.2,132248818,GraftM,aa,4,0:24.41,772144
sim_6400.1,51208000,TreeSAPP,nuc,16,2:36.35,1426516
sim_6400.1,13208159,TreeSAPP,aa,16,2:14.33,1438392
sim_6400.1,51208000,GraftM,nuc,16,0:01.88,115228
sim_6400.1,13208159,GraftM,aa,16,0:01.17,115412
sim_6400.1,51208000,GraftM,nuc,16,0:03.04,144648
sim_6400.1,13208159,GraftM,aa,16,0:02.37,144684
sim_6400.1,51208000,GraftM,nuc,16,0:01.93,115800
sim_6400.1,13208159,GraftM,aa,16,0:01.24,115936
sim_6400.1,51208000,GraftM,nuc,16,0:03.35,169152
sim_6400.1,13208159,GraftM,aa,16,0:02.61,169240
sim_6400.1,51208000,GraftM,nuc,16,0:02.07,115716
sim_6400.1,13208159,GraftM,aa,16,0:01.38,115640
sim_6400.1,51208000,GraftM,nuc,16,0:02.97,180020
sim_6400.1,13208159,GraftM,aa,16,0:02.34,180004
sim_6400.1,51208000,GraftM,nuc,16,0:02.51,116020
sim_6400.1,13208159,GraftM,aa,16,0:01.87,115896
sim_6400.1,51208000,GraftM,nuc,16,0:02.24,116176
sim_6400.1,13208159,GraftM,aa,16,0:01.58,115844
sim_6400.1,51208000,GraftM,nuc,16,0:01.83,115672
sim_6400.1,13208159,GraftM,aa,16,0:01.12,115844
sim_6400.1,51208000,GraftM,nuc,16,0:01.86,115576
sim_6400.1,13208159,GraftM,aa,16,0:01.14,115684
sim_6400.1,51208000,GraftM,nuc,16,0:01.68,115044
sim_6400.1,13208159,GraftM,aa,16,0:00.98,115476
sim_6400.1,51208000,GraftM,nuc,16,0:01.66,115404
sim_6400.1,13208159,GraftM,aa,16,0:00.97,115260
sim_6400.1,51208000,GraftM,nuc,16,0:01.99,115872
sim_6400.1,13208159,GraftM,aa,16,0:01.28,115696
sim_6400.1,51208000,GraftM,nuc,16,0:02.41,115076
sim_6400.1,13208159,GraftM,aa,16,0:01.61,115760
sim_6400.1,51208000,GraftM,nuc,16,0:01.93,115824
sim_6400.1,13208159,GraftM,aa,16,0:01.09,115688
sim_6400.1,51208000,GraftM,nuc,16,0:02.23,115864
sim_6400.1,13208159,GraftM,aa,16,0:01.47,115844
sim_6400.1,51208000,GraftM,nuc,16,0:02.30,114740
sim_6400.1,13208159,GraftM,aa,16,0:01.55,115504
sim_6400.1,51208000,GraftM,nuc,16,0:05.27,378260
sim_6400.1,13208159,GraftM,aa,16,0:04.41,378260
sim_6400.1,51208000,GraftM,nuc,16,0:06.71,770988
sim_6400.1,13208159,GraftM,aa,16,0:05.93,770868
sim_6400.1,51208000,TreeSAPP,nuc,8,2:48.01,1426380
sim_6400.1,13208159,TreeSAPP,aa,8,2:13.07,1432892
sim_6400.1,51208000,GraftM,nuc,8,0:02.02,115816
sim_6400.1,13208159,GraftM,aa,8,0:01.24,115556
sim_6400.1,51208000,GraftM,nuc,8,0:03.04,144772
sim_6400.1,13208159,GraftM,aa,8,0:02.39,144736
sim_6400.1,51208000,GraftM,nuc,8,0:02.00,115740
sim_6400.1,13208159,GraftM,aa,8,0:01.24,115336
sim_6400.1,51208000,GraftM,nuc,8,0:03.34,169116
sim_6400.1,13208159,GraftM,aa,8,0:02.54,169156
sim_6400.1,51208000,GraftM,nuc,8,0:02.09,115784
sim_6400.1,13208159,GraftM,aa,8,0:01.41,115288
sim_6400.1,51208000,GraftM,nuc,8,0:03.09,180024
sim_6400.1,13208159,GraftM,aa,8,0:02.37,180028
sim_6400.1,51208000,GraftM,nuc,8,0:02.78,115936
sim_6400.1,13208159,GraftM,aa,8,0:02.00,115924
sim_6400.1,51208000,GraftM,nuc,8,0:02.37,115948
sim_6400.1,13208159,GraftM,aa,8,0:01.61,115916
sim_6400.1,51208000,GraftM,nuc,8,0:01.88,115188
sim_6400.1,13208159,GraftM,aa,8,0:01.12,115532
sim_6400.1,51208000,GraftM,nuc,8,0:01.84,115704
sim_6400.1,13208159,GraftM,aa,8,0:01.10,115760
sim_6400.1,51208000,GraftM,nuc,8,0:01.66,115144
sim_6400.1,13208159,GraftM,aa,8,0:01.01,115528
sim_6400.1,51208000,GraftM,nuc,8,0:01.73,115248
sim_6400.1,13208159,GraftM,aa,8,0:00.96,115656
sim_6400.1,51208000,GraftM,nuc,8,0:01.97,115900
sim_6400.1,13208159,GraftM,aa,8,0:01.28,115812
sim_6400.1,51208000,GraftM,nuc,8,0:02.49,114944
sim_6400.1,13208159,GraftM,aa,8,0:01.70,116020
sim_6400.1,51208000,GraftM,nuc,8,0:01.86,115584
sim_6400.1,13208159,GraftM,aa,8,0:01.07,115356
sim_6400.1,51208000,GraftM,nuc,8,0:02.28,115852
sim_6400.1,13208159,GraftM,aa,8,0:01.50,115892
sim_6400.1,51208000,GraftM,nuc,8,0:02.47,114800
sim_6400.1,13208159,GraftM,aa,8,0:01.70,115496
sim_6400.1,51208000,GraftM,nuc,8,0:05.07,378256
sim_6400.1,13208159,GraftM,aa,8,0:04.34,378260
sim_6400.1,51208000,GraftM,nuc,8,0:06.84,770956
sim_6400.1,13208159,GraftM,aa,8,0:06.09,771000
sim_6400.1,51208000,TreeSAPP,nuc,4,3:20.70,1426564
sim_6400.1,13208159,TreeSAPP,aa,4,2:15.70,1422384
sim_6400.1,51208000,GraftM,nuc,4,0:02.14,115480
sim_6400.1,13208159,GraftM,aa,4,0:01.42,115052
sim_6400.1,51208000,GraftM,nuc,4,0:03.21,144720
sim_6400.1,13208159,GraftM,aa,4,0:02.56,144684
sim_6400.1,51208000,GraftM,nuc,4,0:02.21,115312
sim_6400.1,13208159,GraftM,aa,4,0:01.45,115696
sim_6400.1,51208000,GraftM,nuc,4,0:03.56,169068
sim_6400.1,13208159,GraftM,aa,4,0:02.77,169100
sim_6400.1,51208000,GraftM,nuc,4,0:02.25,115628
sim_6400.1,13208159,GraftM,aa,4,0:01.49,115788
sim_6400.1,51208000,GraftM,nuc,4,0:03.21,180088
sim_6400.1,13208159,GraftM,aa,4,0:02.46,180024
sim_6400.1,51208000,GraftM,nuc,4,0:03.33,115972
sim_6400.1,13208159,GraftM,aa,4,0:02.56,115848
sim_6400.1,51208000,GraftM,nuc,4,0:02.44,116208
sim_6400.1,13208159,GraftM,aa,4,0:01.68,115928
sim_6400.1,51208000,GraftM,nuc,4,0:01.89,115668
sim_6400.1,13208159,GraftM,aa,4,0:01.24,115576
sim_6400.1,51208000,GraftM,nuc,4,0:01.88,115572
sim_6400.1,13208159,GraftM,aa,4,0:01.17,115712
sim_6400.1,51208000,GraftM,nuc,4,0:01.69,115188
sim_6400.1,13208159,GraftM,aa,4,0:00.96,115444
sim_6400.1,51208000,GraftM,nuc,4,0:01.71,115488
sim_6400.1,13208159,GraftM,aa,4,0:00.99,115648
sim_6400.1,51208000,GraftM,nuc,4,0:01.92,115832
sim_6400.1,13208159,GraftM,aa,4,0:01.25,115928
sim_6400.1,51208000,GraftM,nuc,4,0:02.91,115084
sim_6400.1,13208159,GraftM,aa,4,0:02.04,115800
sim_6400.1,51208000,GraftM,nuc,4,0:01.88,115572
sim_6400.1,13208159,GraftM,aa,4,0:01.06,115984
sim_6400.1,51208000,GraftM,nuc,4,0:02.47,115828
sim_6400.1,13208159,GraftM,aa,4,0:01.72,115696
sim_6400.1,51208000,GraftM,nuc,4,0:03.03,114752
sim_6400.1,13208159,GraftM,aa,4,0:02.25,115596
sim_6400.1,51208000,GraftM,nuc,4,0:05.82,378260
sim_6400.1,13208159,GraftM,aa,4,0:04.94,378264
sim_6400.1,51208000,GraftM,nuc,4,0:07.50,770944
sim_6400.1,13208159,GraftM,aa,4,0:06.73,770988
sim_6400.2,51208000,TreeSAPP,nuc,16,2:38.08,1434884
sim_6400.2,13202607,TreeSAPP,aa,16,2:13.75,1434684
sim_6400.2,51208000,GraftM,nuc,16,0:01.84,115576
sim_6400.2,13202607,GraftM,aa,16,0:01.21,115768
sim_6400.2,51208000,GraftM,nuc,16,0:03.14,144744
sim_6400.2,13202607,GraftM,aa,16,0:02.44,144736
sim_6400.2,51208000,GraftM,nuc,16,0:01.99,115844
sim_6400.2,13202607,GraftM,aa,16,0:01.27,115752
sim_6400.2,51208000,GraftM,nuc,16,0:03.28,169132
sim_6400.2,13202607,GraftM,aa,16,0:02.54,169240
sim_6400.2,51208000,GraftM,nuc,16,0:02.04,115764
sim_6400.2,13202607,GraftM,aa,16,0:01.36,115664
sim_6400.2,51208000,GraftM,nuc,16,0:03.12,180028
sim_6400.2,13202607,GraftM,aa,16,0:02.47,180076
sim_6400.2,51208000,GraftM,nuc,16,0:02.52,115872
sim_6400.2,13202607,GraftM,aa,16,0:01.81,115940
sim_6400.2,51208000,GraftM,nuc,16,0:02.27,115620
sim_6400.2,13202607,GraftM,aa,16,0:01.60,115844
sim_6400.2,51208000,GraftM,nuc,16,0:01.87,115544
sim_6400.2,13202607,GraftM,aa,16,0:01.14,115144
sim_6400.2,51208000,GraftM,nuc,16,0:01.82,115508
sim_6400.2,13202607,GraftM,aa,16,0:01.10,115940
sim_6400.2,51208000,GraftM,nuc,16,0:01.72,115324
sim_6400.2,13202607,GraftM,aa,16,0:00.98,115476
sim_6400.2,51208000,GraftM,nuc,16,0:01.65,115568
sim_6400.2,13202607,GraftM,aa,16,0:00.97,115648
sim_6400.2,51208000,GraftM,nuc,16,0:01.93,115960
sim_6400.2,13202607,GraftM,aa,16,0:01.24,115796
sim_6400.2,51208000,GraftM,nuc,16,0:02.46,115800
sim_6400.2,13202607,GraftM,aa,16,0:01.70,115308
sim_6400.2,51208000,GraftM,nuc,16,0:01.81,115696
sim_6400.2,13202607,GraftM,aa,16,0:01.11,115908
sim_6400.2,51208000,GraftM,nuc,16,0:02.30,115424
sim_6400.2,13202607,GraftM,aa,16,0:01.54,115768
sim_6400.2,51208000,GraftM,nuc,16,0:02.16,114704
sim_6400.2,13202607,GraftM,aa,16,0:01.44,115608
sim_6400.2,51208000,GraftM,nuc,16,0:05.35,378260
sim_6400.2,13202607,GraftM,aa,16,0:04.64,378260
sim_6400.2,51208000,GraftM,nuc,16,0:06.94,770880
sim_6400.2,13202607,GraftM,aa,16,0:06.08,770876
sim_6400.2,51208000,TreeSAPP,nuc,8,2:49.67,1431072
sim_6400.2,13202607,TreeSAPP,aa,8,2:14.38,1431320
sim_6400.2,51208000,GraftM,nuc,8,0:01.88,115632
sim_6400.2,13202607,GraftM,aa,8,0:01.17,115552
sim_6400.2,51208000,GraftM,nuc,8,0:03.22,144772
sim_6400.2,13202607,GraftM,aa,8,0:02.46,144776
sim_6400.2,51208000,GraftM,nuc,8,0:01.98,115880
sim_6400.2,13202607,GraftM,aa,8,0:01.29,115720
sim_6400.2,51208000,GraftM,nuc,8,0:03.27,169116
sim_6400.2,13202607,GraftM,aa,8,0:02.60,169120
sim_6400.2,51208000,GraftM,nuc,8,0:02.09,115700
sim_6400.2,13202607,GraftM,aa,8,0:01.38,115704
sim_6400.2,51208000,GraftM,nuc,8,0:03.12,179984
sim_6400.2,13202607,GraftM,aa,8,0:02.37,180020
sim_6400.2,51208000,GraftM,nuc,8,0:02.75,115560
sim_6400.2,13202607,GraftM,aa,8,0:02.04,115708
sim_6400.2,51208000,GraftM,nuc,8,0:02.31,115948
sim_6400.2,13202607,GraftM,aa,8,0:01.56,115844
sim_6400.2,51208000,GraftM,nuc,8,0:01.87,115436
sim_6400.2,13202607,GraftM,aa,8,0:01.16,115468
sim_6400.2,51208000,GraftM,nuc,8,0:01.80,115804
sim_6400.2,13202607,GraftM,aa,8,0:01.08,115688
sim_6400.2,51208000,GraftM,nuc,8,0:01.66,115764
sim_6400.2,13202607,GraftM,aa,8,0:00.97,115244
sim_6400.2,51208000,GraftM,nuc,8,0:01.70,115396
sim_6400.2,13202607,GraftM,aa,8,0:00.98,115460
sim_6400.2,51208000,GraftM,nuc,8,0:01.99,115720
sim_6400.2,13202607,GraftM,aa,8,0:01.25,115896
sim_6400.2,51208000,GraftM,nuc,8,0:02.62,115964
sim_6400.2,13202607,GraftM,aa,8,0:01.77,115696
sim_6400.2,51208000,GraftM,nuc,8,0:01.80,115816
sim_6400.2,13202607,GraftM,aa,8,0:01.11,115856
sim_6400.2,51208000,GraftM,nuc,8,0:02.29,115728
sim_6400.2,13202607,GraftM,aa,8,0:01.60,115844
sim_6400.2,51208000,GraftM,nuc,8,0:02.30,114756
sim_6400.2,13202607,GraftM,aa,8,0:01.59,115632
sim_6400.2,51208000,GraftM,nuc,8,0:05.31,378264
sim_6400.2,13202607,GraftM,aa,8,0:04.58,378260
sim_6400.2,51208000,GraftM,nuc,8,0:06.92,770880
sim_6400.2,13202607,GraftM,aa,8,0:06.15,770876
sim_6400.2,51208000,TreeSAPP,nuc,4,3:22.23,1426080
sim_6400.2,13202607,TreeSAPP,aa,4,2:18.58,1426532
