tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7
s__Ruminococcus_gauvreauii,g__Ruminococcus,rank_7,s__Ruminococcus_gauvreauii,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Ruminococcus,s__Ruminococcus_gauvreauii
s__Ruminococcus_sp._FC2018,g__Ruminococcus,rank_7,s__Ruminococcus_sp._FC2018,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Ruminococcus,s__Ruminococcus_sp._FC2018
s__Ruminococcus_sp._HUN007,g__Ruminococcus,rank_7,s__Ruminococcus_sp._HUN007,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Ruminococcus,s__Ruminococcus_sp._HUN007
s__Ruminococcus_sp._NK3A76,g__Ruminococcus,rank_7,s__Ruminococcus_sp._NK3A76,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Ruminococcus,s__Ruminococcus_sp._NK3A76
g__Subdoligranulum,f__Oscillospiraceae,rank_6,g__Subdoligranulum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Subdoligranulum,
s__Subdoligranulum_sp._4_3_54A2FAA,g__Subdoligranulum,rank_7,s__Subdoligranulum_sp._4_3_54A2FAA,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Subdoligranulum,s__Subdoligranulum_sp._4_3_54A2FAA
s__Subdoligranulum_variabile,g__Subdoligranulum,rank_7,s__Subdoligranulum_variabile,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Subdoligranulum,s__Subdoligranulum_variabile
g__Thermoclostridium,f__Oscillospiraceae,rank_6,g__Thermoclostridium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Thermoclostridium,
s__Thermoclostridium_stercorarium,g__Thermoclostridium,rank_7,s__Thermoclostridium_stercorarium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Thermoclostridium,s__Thermoclostridium_stercorarium
f__Peptococcaceae,o__Eubacteriales,rank_5,f__Peptococcaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,,
g__Candidatus_Desulforudis,f__Peptococcaceae,rank_6,g__Candidatus_Desulforudis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Candidatus_Desulforudis,
s__Candidatus_Desulforudis_audaxviator,g__Candidatus_Desulforudis,rank_7,s__Candidatus_Desulforudis_audaxviator,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Candidatus_Desulforudis,s__Candidatus_Desulforudis_audaxviator
g__Dehalobacter,f__Peptococcaceae,rank_6,g__Dehalobacter,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Dehalobacter,
s__Dehalobacter_sp._CF,g__Dehalobacter,rank_7,s__Dehalobacter_sp._CF,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Dehalobacter,s__Dehalobacter_sp._CF
g__Desulfallas,f__Peptococcaceae,rank_6,g__Desulfallas,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfallas,
s__Desulfallas_gibsoniae,g__Desulfallas,rank_7,s__Desulfallas_gibsoniae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfallas,s__Desulfallas_gibsoniae
g__Desulfitobacterium,f__Peptococcaceae,rank_6,g__Desulfitobacterium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfitobacterium,
s__Desulfitobacterium_dichloroeliminans,g__Desulfitobacterium,rank_7,s__Desulfitobacterium_dichloroeliminans,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfitobacterium,s__Desulfitobacterium_dichloroeliminans
s__Desulfitobacterium_metallireducens,g__Desulfitobacterium,rank_7,s__Desulfitobacterium_metallireducens,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfitobacterium,s__Desulfitobacterium_metallireducens
g__Desulfofarcimen,f__Peptococcaceae,rank_6,g__Desulfofarcimen,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfofarcimen,
s__Desulfofarcimen_acetoxidans,g__Desulfofarcimen,rank_7,s__Desulfofarcimen_acetoxidans,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfofarcimen,s__Desulfofarcimen_acetoxidans
g__Desulfofundulus,f__Peptococcaceae,rank_6,g__Desulfofundulus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfofundulus,
s__Desulfofundulus_kuznetsovii,g__Desulfofundulus,rank_7,s__Desulfofundulus_kuznetsovii,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfofundulus,s__Desulfofundulus_kuznetsovii
g__Desulfohalotomaculum,f__Peptococcaceae,rank_6,g__Desulfohalotomaculum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfohalotomaculum,
s__Desulfohalotomaculum_alkaliphilum,g__Desulfohalotomaculum,rank_7,s__Desulfohalotomaculum_alkaliphilum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfohalotomaculum,s__Desulfohalotomaculum_alkaliphilum
g__Desulfosporosinus,f__Peptococcaceae,rank_6,g__Desulfosporosinus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfosporosinus,
s__Desulfosporosinus_acidiphilus,g__Desulfosporosinus,rank_7,s__Desulfosporosinus_acidiphilus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfosporosinus,s__Desulfosporosinus_acidiphilus
s__Desulfosporosinus_meridiei,g__Desulfosporosinus,rank_7,s__Desulfosporosinus_meridiei,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfosporosinus,s__Desulfosporosinus_meridiei
s__Desulfosporosinus_sp._OT,g__Desulfosporosinus,rank_7,s__Desulfosporosinus_sp._OT,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfosporosinus,s__Desulfosporosinus_sp._OT
g__Desulfotomaculum,f__Peptococcaceae,rank_6,g__Desulfotomaculum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfotomaculum,
s__Desulfotomaculum_ruminis,g__Desulfotomaculum,rank_7,s__Desulfotomaculum_ruminis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfotomaculum,s__Desulfotomaculum_ruminis
g__Desulfurispora,f__Peptococcaceae,rank_6,g__Desulfurispora,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfurispora,
s__Desulfurispora_thermophila,g__Desulfurispora,rank_7,s__Desulfurispora_thermophila,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Desulfurispora,s__Desulfurispora_thermophila
g__Pelotomaculum,f__Peptococcaceae,rank_6,g__Pelotomaculum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Pelotomaculum,
s__Pelotomaculum_thermopropionicum,g__Pelotomaculum,rank_7,s__Pelotomaculum_thermopropionicum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Pelotomaculum,s__Pelotomaculum_thermopropionicum
g__Syntrophobotulus,f__Peptococcaceae,rank_6,g__Syntrophobotulus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Syntrophobotulus,
s__Syntrophobotulus_glycolicus,g__Syntrophobotulus,rank_7,s__Syntrophobotulus_glycolicus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Syntrophobotulus,s__Syntrophobotulus_glycolicus
g__Thermincola,f__Peptococcaceae,rank_6,g__Thermincola,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Thermincola,
s__Thermincola_potens,g__Thermincola,rank_7,s__Thermincola_potens,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptococcaceae,g__Thermincola,s__Thermincola_potens
f__Peptostreptococcaceae,o__Eubacteriales,rank_5,f__Peptostreptococcaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,,
g__Acetoanaerobium,f__Peptostreptococcaceae,rank_6,g__Acetoanaerobium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Acetoanaerobium,
s__Acetoanaerobium_sticklandii,g__Acetoanaerobium,rank_7,s__Acetoanaerobium_sticklandii,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Acetoanaerobium,s__Acetoanaerobium_sticklandii
g__Filifactor,f__Peptostreptococcaceae,rank_6,g__Filifactor,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Filifactor,
s__Filifactor_alocis,g__Filifactor,rank_7,s__Filifactor_alocis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Filifactor,s__Filifactor_alocis
g__Paraclostridium,f__Peptostreptococcaceae,rank_6,g__Paraclostridium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Paraclostridium,
s__Paraclostridium_bifermentans,g__Paraclostridium,rank_7,s__Paraclostridium_bifermentans,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Paraclostridium,s__Paraclostridium_bifermentans
g__Peptoanaerobacter,f__Peptostreptococcaceae,rank_6,g__Peptoanaerobacter,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Peptoanaerobacter,
s__[Eubacterium]_yurii,g__Peptoanaerobacter,rank_7,s__[Eubacterium]_yurii,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Peptoanaerobacter,s__[Eubacterium]_yurii
g__Peptoclostridium,f__Peptostreptococcaceae,rank_6,g__Peptoclostridium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Peptoclostridium,
s__Peptoclostridium_acidaminophilum,g__Peptoclostridium,rank_7,s__Peptoclostridium_acidaminophilum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Peptoclostridium,s__Peptoclostridium_acidaminophilum
s__Peptoclostridium_litorale,g__Peptoclostridium,rank_7,s__Peptoclostridium_litorale,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Peptoclostridium,s__Peptoclostridium_litorale
g__Peptostreptococcus,f__Peptostreptococcaceae,rank_6,g__Peptostreptococcus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Peptostreptococcus,
s__Peptostreptococcus_anaerobius,g__Peptostreptococcus,rank_7,s__Peptostreptococcus_anaerobius,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus_anaerobius
s__Peptostreptococcus_stomatis,g__Peptostreptococcus,rank_7,s__Peptostreptococcus_stomatis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus_stomatis
g__Proteocatella,f__Peptostreptococcaceae,rank_6,g__Proteocatella,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Proteocatella,
s__Proteocatella_sphenisci,g__Proteocatella,rank_7,s__Proteocatella_sphenisci,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Proteocatella,s__Proteocatella_sphenisci
f__Symbiobacteriaceae,o__Eubacteriales,rank_5,f__Symbiobacteriaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Symbiobacteriaceae,,
g__Symbiobacterium,f__Symbiobacteriaceae,rank_6,g__Symbiobacterium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Symbiobacteriaceae,g__Symbiobacterium,
s__Symbiobacterium_thermophilum,g__Symbiobacterium,rank_7,s__Symbiobacterium_thermophilum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Symbiobacteriaceae,g__Symbiobacterium,s__Symbiobacterium_thermophilum
f__Syntrophomonadaceae,o__Eubacteriales,rank_5,f__Syntrophomonadaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Syntrophomonadaceae,,
g__Dethiobacter,f__Syntrophomonadaceae,rank_6,g__Dethiobacter,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Syntrophomonadaceae,g__Dethiobacter,
s__Dethiobacter_alkaliphilus,g__Dethiobacter,rank_7,s__Dethiobacter_alkaliphilus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Syntrophomonadaceae,g__Dethiobacter,s__Dethiobacter_alkaliphilus
g__Syntrophomonas,f__Syntrophomonadaceae,rank_6,g__Syntrophomonas,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Syntrophomonadaceae,g__Syntrophomonas,
s__Syntrophomonas_wolfei,g__Syntrophomonas,rank_7,s__Syntrophomonas_wolfei,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Syntrophomonadaceae,g__Syntrophomonas,s__Syntrophomonas_wolfei
g__Syntrophothermus,f__Syntrophomonadaceae,rank_6,g__Syntrophothermus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Syntrophomonadaceae,g__Syntrophothermus,
s__Syntrophothermus_lipocalidus,g__Syntrophothermus,rank_7,s__Syntrophothermus_lipocalidus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Syntrophomonadaceae,g__Syntrophothermus,s__Syntrophothermus_lipocalidus
o__Halanaerobiales,c__Clostridia,rank_4,o__Halanaerobiales,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,,,
f__Halanaerobiaceae,o__Halanaerobiales,rank_5,f__Halanaerobiaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halanaerobiaceae,,
g__Halanaerobium,f__Halanaerobiaceae,rank_6,g__Halanaerobium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halanaerobiaceae,g__Halanaerobium,
s__Halanaerobium_praevalens,g__Halanaerobium,rank_7,s__Halanaerobium_praevalens,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halanaerobiaceae,g__Halanaerobium,s__Halanaerobium_praevalens
g__Halothermothrix,f__Halanaerobiaceae,rank_6,g__Halothermothrix,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halanaerobiaceae,g__Halothermothrix,
s__Halothermothrix_orenii,g__Halothermothrix,rank_7,s__Halothermothrix_orenii,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halanaerobiaceae,g__Halothermothrix,s__Halothermothrix_orenii
f__Halobacteroidaceae,o__Halanaerobiales,rank_5,f__Halobacteroidaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halobacteroidaceae,,
g__Acetohalobium,f__Halobacteroidaceae,rank_6,g__Acetohalobium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halobacteroidaceae,g__Acetohalobium,
s__Acetohalobium_arabaticum,g__Acetohalobium,rank_7,s__Acetohalobium_arabaticum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halobacteroidaceae,g__Acetohalobium,s__Acetohalobium_arabaticum
g__Halobacteroides,f__Halobacteroidaceae,rank_6,g__Halobacteroides,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halobacteroidaceae,g__Halobacteroides,
s__Halobacteroides_halobius,g__Halobacteroides,rank_7,s__Halobacteroides_halobius,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halobacteroidaceae,g__Halobacteroides,s__Halobacteroides_halobius
g__Halonatronum,f__Halobacteroidaceae,rank_6,g__Halonatronum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halobacteroidaceae,g__Halonatronum,
s__Halonatronum_saccharophilum,g__Halonatronum,rank_7,s__Halonatronum_saccharophilum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halobacteroidaceae,g__Halonatronum,s__Halonatronum_saccharophilum
o__Natranaerobiales,c__Clostridia,rank_4,o__Natranaerobiales,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Natranaerobiales,,,
f__Natranaerobiaceae,o__Natranaerobiales,rank_5,f__Natranaerobiaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Natranaerobiales,f__Natranaerobiaceae,,
g__Natranaerobius,f__Natranaerobiaceae,rank_6,g__Natranaerobius,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Natranaerobiales,f__Natranaerobiaceae,g__Natranaerobius,
s__Natranaerobius_thermophilus,g__Natranaerobius,rank_7,s__Natranaerobius_thermophilus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Natranaerobiales,f__Natranaerobiaceae,g__Natranaerobius,s__Natranaerobius_thermophilus
o__Thermoanaerobacterales,c__Clostridia,rank_4,o__Thermoanaerobacterales,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,,,
f__Thermoanaerobacteraceae,o__Thermoanaerobacterales,rank_5,f__Thermoanaerobacteraceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,,
g__Ammonifex,f__Thermoanaerobacteraceae,rank_6,g__Ammonifex,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Ammonifex,
s__Ammonifex_degensii,g__Ammonifex,rank_7,s__Ammonifex_degensii,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Ammonifex,s__Ammonifex_degensii
g__Caldanaerobius,f__Thermoanaerobacteraceae,rank_6,g__Caldanaerobius,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Caldanaerobius,
s__Caldanaerobius_polysaccharolyticus,g__Caldanaerobius,rank_7,s__Caldanaerobius_polysaccharolyticus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Caldanaerobius,s__Caldanaerobius_polysaccharolyticus
g__Carboxydothermus,f__Thermoanaerobacteraceae,rank_6,g__Carboxydothermus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Carboxydothermus,
s__Carboxydothermus_hydrogenoformans,g__Carboxydothermus,rank_7,s__Carboxydothermus_hydrogenoformans,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Carboxydothermus,s__Carboxydothermus_hydrogenoformans
g__Desulfovirgula,f__Thermoanaerobacteraceae,rank_6,g__Desulfovirgula,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Desulfovirgula,
s__Desulfovirgula_thermocuniculi,g__Desulfovirgula,rank_7,s__Desulfovirgula_thermocuniculi,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Desulfovirgula,s__Desulfovirgula_thermocuniculi
g__Moorella,f__Thermoanaerobacteraceae,rank_6,g__Moorella,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Moorella,
s__Moorella_thermoacetica,g__Moorella,rank_7,s__Moorella_thermoacetica,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Moorella,s__Moorella_thermoacetica
g__Thermacetogenium,f__Thermoanaerobacteraceae,rank_6,g__Thermacetogenium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Thermacetogenium,
s__Thermacetogenium_phaeum,g__Thermacetogenium,rank_7,s__Thermacetogenium_phaeum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Thermacetogenium,s__Thermacetogenium_phaeum
g__Thermoanaerobacter,f__Thermoanaerobacteraceae,rank_6,g__Thermoanaerobacter,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Thermoanaerobacter,
s__Thermoanaerobacter_kivui,g__Thermoanaerobacter,rank_7,s__Thermoanaerobacter_kivui,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Thermoanaerobacter,s__Thermoanaerobacter_kivui
s__Thermoanaerobacter_wiegelii,g__Thermoanaerobacter,rank_7,s__Thermoanaerobacter_wiegelii,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Thermoanaerobacter,s__Thermoanaerobacter_wiegelii
f__Thermoanaerobacterales_Family_III._Incertae_Sedis,o__Thermoanaerobacterales,rank_5,f__Thermoanaerobacterales_Family_III._Incertae_Sedis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_III._Incertae_Sedis,,
g__Caldicellulosiruptor,f__Thermoanaerobacterales_Family_III._Incertae_Sedis,rank_6,g__Caldicellulosiruptor,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_III._Incertae_Sedis,g__Caldicellulosiruptor,
s__Caldicellulosiruptor_bescii,g__Caldicellulosiruptor,rank_7,s__Caldicellulosiruptor_bescii,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_III._Incertae_Sedis,g__Caldicellulosiruptor,s__Caldicellulosiruptor_bescii
s__Caldicellulosiruptor_obsidiansis,g__Caldicellulosiruptor,rank_7,s__Caldicellulosiruptor_obsidiansis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_III._Incertae_Sedis,g__Caldicellulosiruptor,s__Caldicellulosiruptor_obsidiansis
g__Thermoanaerobacterium,f__Thermoanaerobacterales_Family_III._Incertae_Sedis,rank_6,g__Thermoanaerobacterium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_III._Incertae_Sedis,g__Thermoanaerobacterium,
s__Thermoanaerobacterium_thermosaccharolyticum,g__Thermoanaerobacterium,rank_7,s__Thermoanaerobacterium_thermosaccharolyticum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_III._Incertae_Sedis,g__Thermoanaerobacterium,s__Thermoanaerobacterium_thermosaccharolyticum
f__Thermoanaerobacterales_Family_IV._Incertae_Sedis,o__Thermoanaerobacterales,rank_5,f__Thermoanaerobacterales_Family_IV._Incertae_Sedis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_IV._Incertae_Sedis,,
g__Mahella,f__Thermoanaerobacterales_Family_IV._Incertae_Sedis,rank_6,g__Mahella,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_IV._Incertae_Sedis,g__Mahella,
s__Mahella_australiensis,g__Mahella,rank_7,s__Mahella_australiensis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_IV._Incertae_Sedis,g__Mahella,s__Mahella_australiensis
f__Thermodesulfobiaceae,o__Thermoanaerobacterales,rank_5,f__Thermodesulfobiaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermodesulfobiaceae,,
g__Thermodesulfobium,f__Thermodesulfobiaceae,rank_6,g__Thermodesulfobium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermodesulfobiaceae,g__Thermodesulfobium,
s__Thermodesulfobium_narugense,g__Thermodesulfobium,rank_7,s__Thermodesulfobium_narugense,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermodesulfobiaceae,g__Thermodesulfobium,s__Thermodesulfobium_narugense
o__Thermosediminibacterales,c__Clostridia,rank_4,o__Thermosediminibacterales,Root,r__Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermosediminibacterales,,,
